count,noun,verb
24563,area,categorized
14177,areas,accompanies
969,arena,surrounded
49466,argument,consist
8351,arguments,asking
98,arhythmia,may
155,aria,expresses
60,arid,remains
156,aridity,associated
100,aristocracy,decreased
82,aristocrat,dressed
62,aristolochia,is
320,arithmetic,applies
218,ark,took
1526,arm,constricted
398,armature,indicated
46,armchair,writing
62,armchairs,filled
141,armie,should
303,armies,flooding
1543,armories,were
40477,arms,Had
179,army,dispersing
68,aroma,suggesting
871,arousal,pressed
94,arpeggiations,are
2601,arrangement,exceeded
4572,arrangements,alleged
40,array,worn
240,arrest,cast
142,arrestees,should
84,arrhythmias,account
66,arriero,would
1990,arrival,based
325,arrivals,form
265,arrogance,admits
1078,arrow,cuts
147,arrowhead,came
299,arrows,clattered
720,arsenal,contained
65,arsenic,kills
2293,art,bored
80,artefact,represents
150,artefacts,represented
199,arteries,grown
590,artery,TABLE
54,arthrography,provides
5348,article,assimilates
3803,articles,buried
219,artifacts,measured
67,artifices,calculated
6500,artillery,did
682,artist,conform
1310,artists,attended
81,artitudes,are
237,artizan,will
190,arts,introduces
855,artwork,displayed
541,ARCHIVE,casts
74,AREAS,NORTH
59,ARE,ASKED
76,ARL,would
60,ARMOUR,is
211,ARRANGEMENTS,UNDER
85,ARR,may
50,ARTILLERY,REGIMENT
88,ART,MUST
379,Arab,seemed
529,Arabella,knew
187,Arabia,indicated
46,Arabians,spread
333,Arabic,gave
141,Arabs,deserved
46,Arafat,stepped
180,Arbitration,concerning
157,Arbroath,are
80,Arcadius,governed
125,Arch,appears
54,Archaea,live
78,Archaeologists,identified
373,Archaeology,should
49,Archambault,did
90,Archbishop,ordained
216,Archduchess,has
1176,Archer,belongs
110,Arches,formed
106,Archie,having
270,Archipelago,must
401,Architect,does
158,Architects,Edited
125,Archival,is
754,Arctic,built
256,Arden,saw
50,Area,Increase
47,Arete,gave
63,Arethusa,being
130,Arevalo,were
433,Argentina,believes
66,Argentines,needed
67,Argonaut,said
1614,Arguments,Based
184,Argyle,withdrew
106,Ariadne,becomes
114,Ariamenes,attempted
121,Ariba,was
80,Aristander,putting
102,Aristarchus,observed
62,Aristo,thinks
157,Aristotelian,may
576,Aristotle,avoid
46,Arius,reasoned
462,Arizona,become
101,Arizonian,was
135,Arjun,became
101,Arjuna,let
50,Ark,occupies
5928,Arkansas,are
86,Arklow,were
48,Arlington,rose
74,Arm,consists
64,Armagas,Ltd
53,Armagh,told
554,Armand,felt
540,Armenia,declared
133,Armenians,told
65,Armide,were
59,Armijo,became
174,Arminius,may
117,Armitage,wanted
954,Arms,held
206,Armstrong,advanced
794,Army,causing
277,Arnaud,wrote
46,Arnauld,adds
59,Arndt,shows
229,Arnica,are
144,Arnie,chuckled
96,Arnim,having
48,Arnobius,shows
406,Arnold,CAMBRIDGE
118,Arnoldo,had
45,Arria,begged
525,Arrow,could
285,Ars,Aequi
146,Art,Directed
99,Artaud,declares
41,Artaxerxes,accepted
117,Artemis,appear
206,Artemisa,is
29307,Arthur,began
465,Arthurs,et
282,Article,appearing
101,Articles,arising
169,Artillery,does
89,Artist,looked
43,Artists,achieved
76,Artois,fled
262,Arts,Use
71,Arunachalam,said
93,Aruni,had
143,Aryans,dwelt
43,arbitration,supervised
1184,arbitrator,have
161,arc,provide
117,arcading,were
1597,arch,fashioned
120,archaeologist,dug
483,archaeologists,seek
218,archangels,could
266,archbishop,attempted
6187,archdeacon,was
90,archdukes,appealing
65,archer,comes
1297,archers,did
726,arches,depend
106,archetype,emerges
47,archies,were
46,archipelago,embraces
1866,architect,issues
3378,architects,use
2153,architecture,added
192,architectures,mentioned
88,archivist,wrote
83,archpriests,are
43,arcing,continues
83,arcsin,is
125,ard,can
615,ardhamandapa,are
1107,area,Irrigated
76552,areas,Name
13676,argument,becoming
7220,arguments,changed
114,arias,seem
259,aristocracy,believe
62,ark,formed
3642,arm,behaves
825,armada,arrived
121,armchairs,exist
2794,armies,awaited
158,armoire,can
321,armour,got
60,armrest,will
3488,arms,amounting
4057,army,asked
102,aroma,be
52,arpeggio,written
2348,arrangement,commences
1733,arrangements,grow
407,array,appear
91,arrays,increase
1817,arrears,added
227,arrest,accompanied
538,arrester,will
71,arrests,expected
676,arrhythmia,induced
113,arrhythmias,remain
904,arrival,approached
172,arrivals,informed
117,arrogance,consists
3473,arrow,applies
83,arrowheads,lay
356,arrows,bounce
106,arse,sticking
52,arsenal,intended
109,arsenals,lay
168,arson,directed
837,art,bounded
322,arteries,drives
62,arteriopathy,can
75,arteriosus,extends
126,artery,protruding
87,arthralgia,occurs
140,arthritis,reveals
5016,article,According
2644,articles,annotated
158,articulation,impaired
70,artifacts,symbolizing
1542,artillery,appeared
43,artisans,travelling
2230,artist,carries
92,artistes,working
320,artistiques,entre
78,artistry,continued
3178,artists,adopted
209,artizans,would
4140,arts,becoming
47,aryl,halides
1461,arytenoid,is
186,ARDS,progresses
64,AREA,END
982,ARF,have
69,ARPANET,provided
996,ARRANGEMENTS,Article
125,ARTS,INDUSTRY
74,ART,COMMISSION
99,Arabella,managed
803,Arabs,plan
134,Aradia,had
158,Arafat,entered
105,Aram,strike
73,Aramco,continued
139,Aramis,rose
317,Aranda,agreed
359,Aras,is
60,Arbel,has
171,Arch,grew
66,Archaeopteryx,possessed
88,Archbishop,imagined
214,Archdeacon,asked
380,Archelaus,were
1043,Archer,being
52,Archibald,kept
96,Archidamus,might
270,Archie,met
752,Archipelago,will
89,Architectural,projected
158,Architecture,reached
614,Arcos,had
141,Area,abed
128,Areata,is
99,Arenas,will
56,Arenga,pinnata
180,Arevalo,y
79,Argens,wrote
90,Argonauts,put
1329,Argyll,continued
54,Arians,carried
45,Arias,provided
246,Aries,wants
67,Aristeas,would
1379,Aristocrats,were
112,Aristode,speaks
57,Aristogeiton,have
50,Aristotelianism,represented
2640,Aristotle,call
46,Arizona,hired
303,Arjuna,knows
100,Arkady,laughed
96,Arlene,leaned
106,Arlington,turned
55,Armagh,appears
72,Armerina,was
357,Armes,had
70,Arminians,took
55,Armistice,becomes
325,Armored,were
58,Arms,flowed
142,Armstrong,happened
2003,Army,consists
67,Armytage,could
56,Arnheim,concludes
347,Arnie,began
49,Arnold,inclined
59,Aron,tries
44,Arouet,should
876,Arran,has
55,Arresters,should
500,Arrian,writes
368,Arrow,stood
74,Ars,Memorandi
195,Art,Psychotherapy
102,Artemesia,longinaris
299,Arthur,appeals
2068,Article,XL
73,Articles,Include
797,Artie,says
184,Artillery,galloped
80,Artist,describes
56,Artists,gained
59,Aryans,take
401,arbeidet,med
69,arbiter,chooses
147,arbitration,denies
2822,arbitrator,selected
276,arbitrators,according
171,arborea,has
47,arborization,were
56,arbors,running
81,arbour,can
43,arc,tic
313,arcades,enclosing
4876,arch,flanked
133,archaeologist,became
454,archaeologists,go
63,archaism,could
230,archbishop,bound
74,archbishops,appear
220,archers,needed
200,arches,fit
74,architect,restored
510,architects,give
1118,architecture,assembled
298,archive,dated
115,archives,confiscated
63,archivists,find
44,arcs,means
31681,area,admit
2678,areas,advertising
926,argument,blazed
825,arguments,acquire
116,arias,interspersed
244,arises,would
225,aristocracy,ordered
115,aristocrat,need
73,aristocrats,read
630,arithmetic,taught
46,arithmeticians,was
2004,arm,inflated
41,armament,stopped
180,armband,worn
459,armies,attracted
285,armistice,caused
514,armor,drew
623,armory,shall
607281,arms,attacked
3785,army,controlled
99,arousal,begin
475,arrangement,distributes
4233,arrangements,lead
213,array,numbering
167,arrays,increased
206,arrests,disrupted
157,arrival,cleared
40,arrogance,presented
124,arrow,invented
155,arrowpoint,was
328,arrows,act
247,arse,has
902,arsenic,diffused
13705,art,bestowing
3856,artery,illustrating
3098,article,deprecating
5284,articles,attached
170,articulation,reflected
97,articulators,was
266,artifacts,arranged
91,artillerist,has
382,artillery,augmented
460,artillerymen,can
78,artioles,are
141,artisans,responded
2859,artist,enclosed
1716,artists,immersed
881,arts,match
72,artworks,donated
63,arty,given
73,arura,will
130,ARC,began
130,ARE,PREPARED
63,ARRANGEMENTS,COMMITTEE
114,ARTBIBLIOGRAPHIES,MODERN
100,ART,CREDITS
120,ARVN,suffered
180,Arabella,do
59,Arabesque,had
1718,Arabi,is
47,Arabia,preceded
166,Arable,is
788,Arabs,converged
1396,Arad,was
112,Arafat,declares
311,Aragon,received
771,Araki,had
183,Aramco,began
52,Arans,is
67,Arawaks,occupied
3212,Arcadia,has
67,Arcady,might
244,Archbishop,accepted
110,Archelaus,may
60,Archer,owned
374,Archie,climbed
58,Arching,leads
49,Archipelago,sent
924,Archives,should
116,Arco,said
68,Arctic,developed
62,Arctostaphylos,columbiana
619,Ardagh,was
258,Area,km
43,Areas,PART
59,Aren,is
56,Arendt,intended
44,Argall,questioned
53,Argenteuil,belonged
341,Argentina,closed
139,Argiles,et
193,Argives,having
601,Argo,would
321,Argument,brought
159,Argumentation,based
102,Arguments,built
64,Argus,implies
161,Argyle,offered
727,Ari,realized
98,Ariane,made
65,Arias,presented
252,Aries,found
49,Aristagoras,assembled
70,Aristida,mutabilis
47,Aristippus,flourished
100,Aristocracies,may
50,Aristomachus,slighted
64,Aristonicus,gave
501,Aristotle,embraces
40,Arius,broached
100,Arizona,expressed
79,Arjuna,inquired
217,Arkady,pointed
167,Arkansas,demonstrated
242,Arks,were
58,Arledge,turned
516,Arlette,is
59,Arlosoroff,wrote
74,Armande,cried
70,Armando,worked
363,Armenians,established
153,Arminianism,made
47,Arminius,belonged
1827,Armored,was
707,Arms,Alone
41,Armstrong,denounced
11157,Army,convinced
168,Arnett,were
63,Arnheim,offers
142,Arnie,shot
316,Arnold,preferred
179,Arnulf,is
178,Arny,had
185,Arrington,died
51,Arromanches,were
70,Arrowheads,outline
293,Arrows,made
255,Arroyo,would
137,Ars,Electronica
726,Art,deco
199,Artemisia,capillaris
77,Arthropods,show
2064,Arthur,bought
74,Article,xxviii
90,Articles,explain
56,Artillerie,were
206,Arts,comes
82,Artur,took
47,Arturo,leaves
67,Arundo,phragmitis
114,Aruru,created
394,Arvey,had
80,Aryan,looks
55,Aryans,migrate
150,aResults,are
383,arbitration,brought
115,arbitrator,seeks
49,arbitrators,vary
97,arbour,has
231,arboviruses,may
443,arch,lessened
44,archaeologist,refers
61,archaeologists,relate
4267,archbishop,could
121,archegonia,being
55,archenteron,consists
180,archers,won
1015,arches,carved
982,archetype,will
123,archimandrite,is
78,archipelagos,will
157,architect,breached
44,architects,aligned
450,architecture,contrasting
173,archivistes,et
1509,archivists,should
97,arcuate,is
43,ardour,mingled
7338,area,coincident
3645,areas,checking
297,arena,offered
234,argentiferous,lead
91,arginine,vasopressin
259,argon,indicates
9870,argument,achieve
1117,arguments,disturbed
202,argv,are
780,aristocracy,looked
74,arithmetic,determines
73,ark,removed
343,arm,pouring
15889,armament,is
72,armaments,amounted
67,armies,quit
55,armistice,reigned
131,armor,closed
737,armorer,was
98,armour,based
1459,arms,Is
4555,army,placing
144,arpeggio,can
532,arpent,was
2391,arrangement,benefiting
1297,arrangements,assumed
238,arrays,becomes
79,arrests,shown
5185,arrhythmias,associated
1428,arrival,alters
94,arrivals,amounting
865,arrow,shivered
650,arrows,halted
62,arroyo,named
250,ars,poetriae
486,arsenal,became
272,arsenicum,is
72,arson,required
6605,art,accustomed
72,arteries,induce
86,arteritis,requires
16530,artery,enlarged
290,arthritics,have
1105,arthritis,involves
2041,article,elaborates
5269,articles,continued
325,articulation,shows
506,articulations,should
279,artifice,makes
155,artificers,began
188,artillery,lies
394,artisans,banded
2819,artist,etches
146,artists,ascribe
2427,arts,played
269,artwork,inspired
1444,ARC,WELDING
48,ARDS,developing
140,ARE,COVERED
116,ARGENTINA,BRAZIL
171,ARITHMETIC,INSTRUCTIONS
368,Arab,believes
133,Arabella,suggested
429,Arabia,contained
3071,Arabic,would
1142,Arabs,add
324,Arafat,placed
193,Aragon,advised
53,Arakcheev,could
1236,Aramco,had
125,Araucarias,are
80,Arbitration,remains
182,Arbitrator,chosen
804,Arbitrators,can
76,Arboriculture,was
261,Arc,hath
402,Arcadia,became
59,Arcet,was
42,Archbishops,take
193,Archdeacon,writes
43,Archduke,detached
430,Archer,suggests
82,Archidamus,succeeded
121,Architecture,lives
72,Archives,mention
109,Archytas,would
542,Arcs,can
200,Arctic,caribou
56,Ardipithecus,is
817,Area,Learning
1693,Areas,Requiring
75,Aref,died
88,Arena,called
658,Arendt,adopts
68,Areopagites,are
60,Arethusa,might
44,Arezzo,developed
44,Argand,made
287,Argentina,belonged
41,Argentine,reached
82,Argentines,blamed
67,Arguments,involve
319,Argyle,returned
1228,Ariadne,has
64,Aristides,spoke
121,Aristophanes,left
1185,Aristotle,bases
137,Arizona,spent
217,Arjuna,sought
98,Arkansas,stands
57,Arlene,recalled
123,Armada,turned
198,Armagnacs,made
448,Armenia,consisted
114,Armenians,prepare
193,Armero,was
87,Armor,Wishes
90,Arms,attend
74,Armstrong,abandoned
4750,Army,WITH
54,Arnaud,gives
73,Arnim,asked
3373,Arnold,attempted
42,Arnolfo,planned
201,Arpachshad,lived
60,Arran,led
55,Arrangement,providing
1658,Art,differs
287,Artagnan,determined
127,Artaxerxes,obtained
1432,Arthur,determined
47,Artichoke,are
44,Article,recognized
96,Articles,accordes
643,Artie,felt
64,Artillery,been
102,Artist,Rises
125,Arts,press
122,Arvieux,says
248,aramid,is
104,arbitration,resembles
258,arbitrator,bound
78,arborescens,was
300,arbutus,grows
1272,arc,cause
124,arcade,lies
10470,arcades,formed
198,arch,unite
56,archaeologist,felt
2466,archaeology,became
1148,archbishops,was
101,arches,preserved
465,archipelagos,were
363,architect,complied
3443,architects,estimated
4310,architecture,do
60,archive,creates
5735,archives,can
164,archivolts,is
1401,archway,has
239,archways,lead
125,arcsec,are
100,ardor,ceases
2858,area,Included
20226,areas,arrives
233,arena,defines
81,argali,are
66,argot,will
630,argument,constructs
159,arguments,fixed
58,aria,needs
42,arises,therefrom
140,aristocracy,dictated
44,aristocrat,given
109,arithmetic,coded
186,ark,kept
1789,arm,injured
199,armada,carrying
40,armament,stretching
168,armaments,adapted
115,armie,marched
1862,armies,hit
109,armistice,asked
92,armory,contained
125,armour,produced
23822,arms,Love
6635,army,climb
148,aroma,pervaded
1536,arrangement,begins
2973,arrangements,constructed
4521,array,being
152,arrays,indicated
202,arrear,be
177,arrearages,will
107,arrestees,can
46,arreter,les
873,arrival,attended
56,arrogance,earned
636,arrow,belongs
95,arrows,hid
73,arsenal,appeared
58,arsenic,united
3855,art,arouse
157,arteries,assist
380,artery,bled
2203,article,Read
3635,articles,chronicling
240,articulation,improved
124,artifact,disappears
200,artifacts,contributed
18730,artillery,disposed
1556,artisan,are
639,artisans,called
4257,artist,alienated
130,artiste,are
2524,artists,devise
182,arts,accept
72,AREA,MEASURE
60,ARE,ABLE
161,ARGUS,is
60,ARM,MOVEMENTS
50,ARPs,is
124,ARROW,USED
232,ARW,was
304,Arabia,live
1072,Arabian,had
246,Arabic,enabled
370,Arabs,save
56,Arafat,stayed
932,Aragon,made
85,Aralias,are
45,Aram,remarks
2162,Aratus,had
152,Araucania,is
189,Arbeit,am
125,Arbuckle,died
262,Arc,raised
547,Arcavacata,di
75,Arch,opened
116,Archaea,do
99,Archaeologists,point
110,Archaisme,et
173,Archbishop,arranged
940,Archbishops,had
1200,Archer,dropped
46,Archibald,gives
118,Archie,won
61,Archipelago,gave
365,Architects,associated
182,Architecture,received
462,Arcy,would
320,Area,lying
288,Areas,Having
120,Arellano,did
357,Areopagites,were
149,Ares,came
1047,Aretas,was
53,Aretino,laid
42,Argent,standing
186,Argentines,consider
77,Arginin,is
44,Argon,reigned
63,Argos,set
49,Argulus,may
163,Argument,followed
73,Argyle,knew
175,Ariadne,thought
67,Ariana,are
1546,Arias,is
60,Aries,declared
176,Aristotelians,called
5701,Aristotle,puts
113,Aritomo,was
262,Arizona,following
200,Arjuna,exclaimed
710,Ark,being
175,Arkansas,allows
68,Arkhangelsk,oblast
154,Arliss,would
108,Arm,stretched
169,Armagnacs,are
64,Armande,held
580,Arminians,stand
84,Armistead,turned
142,Armor,became
50,Armoury,have
59,Arms,lifting
221,Armstrong,contributed
2901,Army,captures
148,Arnauld,calls
47,Arnault,are
84,Arne,set
74,Arneth,count
427,Arnold,affirmed
207,Arnot,were
53,Arrangements,settled
444,Arrhythmias,associated
1045,Arrow,denotes
132,Arson,must
304,Art,avoided
258,Artaud,speaks
80,Artels,were
1127,Artemis,would
71,Artest,was
66,Arthropods,collected
481,Arthur,conceived
233,Arthurs,were
405,Article,preserves
553,Articles,went
115,Artie,grabbed
160,Artifice,can
101,Artillery,asked
77,Artist,paints
325,Artists,added
2465,Aruba,is
109,Arundel,admitted
479,Arve,is
71,ara,had
164,arachnids,include
117,arbitrariness,applies
65,arbitration,dealt
89,arbitrator,plays
377,arbitrators,apply
378,arbours,made
15236,arc,enclosing
400,arch,begin
80,archaeologist,approaches
442,archbishop,obtained
73,archbishops,led
142,archers,carrying
177,arches,involved
107,architect,rebuilt
667,architects,constitute
293,architecture,raises
50,archivers,are
50,archivist,suggested
1435,area,capped
177256,areas,accelerate
170,arena,differ
78,argosies,sailed
212,arguer,uses
444,argument,disturbs
2493,arguments,Fig
81,ark,lying
1658,arm,dumbbell
123,arma,is
1122,armies,aggregated
333,armour,dragged
3496,armoury,was
8993,arms,attending
8991,army,approach
59,aromaticity,involves
93,arousal,relate
532,arrangement,associating
1498,arrangements,deviate
274,arranger,named
214,array,exceeds
445,arrears,incurred
94,arrest,prevents
42,arrests,passed
96,arrises,shall
441,arrival,appointed
922,arrivals,face
575,arrows,ceased
127,arsenal,constructed
201,arsenic,remaining
2176,art,bred
140,artefact,induced
347,artefacts,displayed
523,arteries,isolated
427,artery,correlated
222,arthritis,demonstrates
1946,article,boasted
4393,articles,arrive
153,articulation,applied
1581,articulations,have
121,artifact,means
2004,artifacts,displaying
173,artillery,considered
96,artillerymen,kept
287,artisans,prospered
43,artisanship,have
6169,artist,appears
453,artists,encountered
1063,artlessness,is
325,arts,Were
266,artwork,came
65,ARCHAEOLOGICAL,SOURCES
171,ARDA,was
55,ARE,EASILY
55,ARF,be
70,ARMIES,WEAKER
52,ARMS,used
59,ARTERIAL,INJURY
224,ARTHURIAN,LEGEND
66,ARTIFICIALLY,FED
14996,Ar,is
8736,Arab,has
365,Arabia,arrived
417,Arabians,made
561,Arabs,betrayed
74,Arafat,grew
320,Arak,was
89,Aram,be
101,Arandia,was
165,Araucaria,excelsa
223,Arbitrators,was
51,Arbois,are
107,Arbuthnot,played
65,Arcadians,seize
48,Arch,ought
78,Archbishop,established
180,Archdeacon,hath
73,Archelaus,conducted
388,Archer,come
223,Archie,announced
71,Archilochus,testifies
44650,Architecture,is
49,Archives,obtained
529,Arco,dei
262,Arctic,seems
167,Ardennes,might
152,Ardenvohr,is
55,Ardoin,wrote
1706,Areas,Considered
51,Arena,brought
118,Areopagite,speaks
132,Argersinger,did
148,Arginine,has
55,Argonauts,stayed
65,Arguedas,et
97,Argument,Presented
609,Argyll,made
114,Ari,accepted
241,Aristophanes,portrays
622,Aristotle,distinguisheth
386,Arizona,granted
114,Arkes,is
181,Arlene,have
96,Arlette,made
525,Armada,threatened
60,Armagh,does
60,Armand,picked
169,Armas,led
405,Armee,were
3304,Armies,remained
229,Arminians,can
241,Arminius,began
286,Armistead,has
121,Armourers,were
122,Arms,closed
686,Armstrong,committed
197,Armv,had
138,Army,destroy
58,Arnason,says
636,Arnold,replies
133,Aronson,were
96,Arras,might
207,Array,containing
58,Arrhenius,brought
113,Arroyo,asked
202,Arsat,went
40,Arson,does
2710,Art,Using
1046,Artagnan,looked
46,Artaxerxes,be
973,Artemis,did
190,Arthington,was
85,Arthritis,see
56,Arthropoda,can
3004,Arthur,bids
115,Article,binds
1245,Articles,Required
390,Artie,ran
16962,Artists,have
50,Artois,enter
200,Arts,closed
315,Arundel,et
276,Arvida,was
41,arbitrage,existed
106,arbitrary,may
485,arbitrator,dies
83,arboriculture,were
625,arc,according
41,arcade,equals
69,arcades,known
261,arch,balanced
48,archaeologist,devotes
280,archaeologists,appear
91,archangels,must
191,archbishop,helped
2036,arches,arc
521,architect,asserted
893,architects,put
3049,architecture,died
54,architectures,means
393,archive,came
71,archives,leaves
144,archway,could
210,archways,decorated
379,arcing,was
1313,arcs,convex
4712,area,calls
20754,areas,associated
61,areata,had
158,arena,charged
58,argon,enters
463,argument,downplays
555,arguments,circulating
1016,aria,had
102,aristocracy,rules
307,aristocrats,admired
46,arkose,consists
10315,arm,clenched
95,armada,weighed
170,armaments,designed
582,armchairs,stood
2286,armies,aggregating
231,armor,caused
1671,arms,bifurcate
9559,army,absorbing
53,arpeggio,followed
33422,arrangement,agreed
1085,arrangements,acted
1016,array,associated
762,arrays,implement
54,arrears,deducted
301,arrests,associated
95,arrival,breaks
225,arrogation,is
1496,arrow,illustrates
51,arrows,tracing
559,arson,can
145444,art,allowing
7298,artefacts,is
251,artemisias,are
48,arteries,tended
547,arteriole,may
835,artery,Esophagus
74,arthritic,will
81,arthropods,move
970,article,backing
2386,articles,analyze
339,articulation,came
111,artieles,are
888,artifacts,analyzed
983,artifice,must
2527,artillery,headed
60,artisan,dropped
3431,artisans,captured
928,artist,constructed
631,artists,comment
1216,arts,encourages
44,ARCHIVES,BUILDING
48,ARF,developing
59,ARMED,FORCE
105,ARMIES,ARE
55,ARTERIES,OP
49,ARTERIOVENOUS,SHUNT
47,ARTES,SCIENTI
244,ART,ACTIVITIES
79,ArA,is
1398,Ar,can
52,Arab,expects
439,Arabella,found
439,Arabia,ends
90,Arabians,believe
131,Arabic,begins
394,Arabs,cited
396,Arachnoiditis,is
74,Aragon,reported
600,Aramaic,would
120,Arapaho,lived
154,Araunah,offered
50,Arbuthnot,advised
323,Arcadia,might
70,Arcadians,went
74,Arcadio,et
56,Archaeology,finds
372,Archbishop,published
98,Archelon,was
101,Archers,having
51,Arches,came
502,Archipelago,can
45,Arculf,travelled
2663,Area,based
226,Areas,grew
892,Arellano,had
2966,Arendt,left
45,Arequipa,seem
97,Argentina,emphasized
181,Argonauts,might
1306,Arguello,was
46,Arguments,proceed
654,Argyle,made
344,Argyll,having
49,Ariadne,sent
43,Aristotelianism,seemed
63,Aristotelis,is
981,Aristotle,discovers
52,Arithmetic,accomplishes
436,Arizona,attained
70,Arizonans,do
461,Arkady,tried
55,Arkin,says
127,Arlandes,made
1523,Armament,could
847,Armenians,coming
75,Armies,disbanded
71,Armour,being
671,Armstrong,produced
5002,Army,arrives
51,Arnaud,mentions
57,Arne,seemed
282,Arnold,brooded
48,Arnould,appeared
192,Arrangements,concluded
1101,Art,felt
42,Artaxerxes,regarded
125,Arteries,contain
148,Arthasastra,may
6124,Arthur,calls
5114,Article,XII
363,Articles,Almond
201,Artifacts,used
60,Artigas,should
58,Artillery,rendered
106,Artists,accompanied
1881,Arts,might
903,Arundel,said
176,Arvola,et
54,Aryans,inherited
52,Arzu,has
54,aragonite,being
84,arbiter,undergoes
591,arbitration,applied
1586,arbitrator,agreed
91,arboreum,are
387,arc,originating
140,arcade,consisting
53,arcades,did
145,arch,announcing
147,archaeologist,went
76,archangel,contended
102,archers,peered
40,arches,enabled
59,archetypes,go
73,archiepiscopate,is
51,archipelago,differed
185,architect,spends
421,architects,avoid
623,architecture,accompanied
258,architectures,consisting
81,archivist,be
479,ardour,can
38573,area,brightened
18151,areas,Is
330,arena,facing
41,arenas,took
51,arents,may
103,ares,has
59,argha,is
371,arginase,was
58,arginine,serves
1219,argument,approached
451,arguments,believed
302,aridity,were
296,arils,are
40,arithmetic,leading
181,ark,rose
12459,arm,calls
636,armada,flew
42,armadillos,feed
52,armament,need
54,armatum,is
238,armee,et
67,armeniacum,is
8294,armies,appear
104,armistice,takes
76,armour,chafe
230,armours,made
884,arms,begging
221,armv,is
17810,army,becomes
333,aroma,reminded
102,arousal,facilitate
111,arpeggio,was
5151,arrangement,contrasts
7535,arrangements,amounted
508,arranger,may
78,arrangers,included
371,array,crossing
54,arrears,account
7589,arrest,could
104,arrests,exists
456,arrivals,learned
144,arrogance,Transcends
189,arrow,resembles
470,arrows,seemed
78,arse,can
13374,arsenal,is
79,arsenals,increased
1018,arson,may
596,arsonists,is
33838,art,THYSELF
2561,artefacts,produced
990,artel,is
246,arteries,accounted
100,arteriosus,produces
162,artes,liberales
60,artform,can
66,arthroscope,provides
1094,article,cite
11916,articles,accepted
405,articulation,according
391,artifacts,retrieved
1027,artillery,covering
87,artisan,bent
2051,artisans,became
3276,artist,examined
431,artists,enact
126,artizans,may
272,arts,start
396,ARTS,COMMISSION
41,ART,stands
193,Arabi,might
12203,Arabia,bear
529,Arabs,expressed
107,Aramaeans,remained
344,Arawa,were
335,Arbitration,seems
103,Arbogastes,would
91,Arce,belonged
60,Archaeology,enables
65,Archangel,standing
50,Archangels,rejoice
184,Archduke,advanced
327,Archer,connected
342,Archibald,returned
47,Archie,accompanying
71,Architects,met
49,Architecture,Containing
247,Archives,Biochem
167,Arctic,loon
131,Ardea,stellaris
114,Ardres,is
71,Ardsley,had
62,Areas,use
269,Arendt,Distinguished
65,Argall,named
183,Argensola,says
87,Argenteau,wrote
211,Argentina,declare
64,Argentine,turned
381,Argus,carried
46,Argyris,notes
55,Ariel,chose
673,Ariosto,says
56,Aristeas,must
14086,Aristotle,differ
86,Arizona,causes
69,Ark,provided
82,Arkadi,is
336,Arkady,pulled
44,Arlene,led
117,Arm,became
50,Armada,looked
52,Armament,destined
100,Armand,passed
79,Armando,found
62,Armee,are
185,Armenia,produced
274,Armenians,entered
62,Armistead,will
61,Armistice,marked
209,Armitage,found
268,Armstrong,picked
669,Army,Standing
101,Arnaut,was
938,Arnold,achieves
72,Arnolds,moved
53,Arpeggios,can
684,Arran,are
76,Arrian,goes
314,Arriola,had
46,Arrius,should
41,Arrows,sent
48,Arsenate,may
627,Art,attracted
57,Artagnan,struck
64,Artaphernes,made
2407,Artaud,is
178,Artemis,lay
66,Arteries,Arising
3461,Arthur,achieved
144,Articles,affirmed
45,Artificers,did
57,Artist,published
57,Artists,entered
66,Artocarpus,chaplasha
10859,Arts,Building
80,Arzner,has
102,arabinose,can
151,arbitration,assembled
60,arbitrators,perform
137,arbor,mounted
48,arbovirus,was
78,arc,affords
418,arcade,have
107,arcades,decorate
765,arch,began
50,archaeologist,pointed
50,archaeology,formed
40,archangel,presiding
42,archbishop,acquiesced
77,archbishopric,remained
160,archer,bend
218,archetypes,live
2829,architect,needs
707,architects,appointed
927,architecture,fostered
70,archive,deposited
892,archives,revealed
50,archivist,turned
193,archons,have
236,archway,framed
170,arcology,is
237,arcs,lead
188,ardour,came
7126,area,challenges
49159,areas,adhere
40264,arena,was
91,argiles,et
111373,argument,aired
62,argumentation,included
2961,arguments,favored
46,aridity,depends
141,arises,were
46,aristocracy,hindered
407,aristocrats,brought
1663,arm,enlarged
380,armament,combines
148,armaments,include
426,armature,varies
42,armchair,chatting
115,armee,is
3659,armies,need
52,armour,revealed
5704,arms,ascending
1070,army,bringing
391,aromatic,leaves
71,arpeggio,must
2502,arrangement,approved
12874,arrangements,answering
79,arrangments,had
82,arras,folded
84,arrastre,was
1285,array,depends
184,arrays,fed
330,arrear,are
284,arrest,indicates
561,arrestee,must
86,arrhythmias,be
508,arrival,wrote
358,arrivals,occurring
54,arrogance,reflects
1673,arrow,go
52,arrowheads,belonging
125,arrows,require
69,arroyos,will
265,arsonist,has
5417,art,abandoned
2966,arteries,communicate
41,arteriosclerosis,vary
1668,artery,See
162,arthropathy,affecting
3716,article,classifying
1216,articles,contested
114,articulation,acts
151,artifacts,set
196,artillery,acquitted
49,artisans,learnt
13058,artist,be
233,artistes,will
927,artists,altered
1294,arts,achieved
121,artworks,sold
476,arytenoids,is
258,ARCs,are
106,ARH,is
